iteration,nlayers,nneurons_one,nneurons_two,act_function_one,act_function_two,optimizer,learning_rate,loss_function,nepochs
28,2,64,32,relu,relu,adam,0.001,mse,25
29,2,64,32,relu,relu,adam,0.001,mse,25
30,2,64,32,relu,relu,adam,0.001,mse,25
31,2,64,32,relu,relu,adam,0.001,mse,25
32,2,64,32,relu,relu,adam,0.001,mse,25
33,2,64,32,relu,relu,adam,0.001,mse,25
34,2,64,32,relu,relu,adam,0.001,mse,25
35,2,64,32,relu,relu,adam,0.001,mse,25
36,2,64,32,relu,relu,adam,0.001,mse,25
37,2,64,32,relu,relu,adam,0.001,mse,25
38,2,64,32,relu,relu,adam,0.001,mse,25
39,2,64,32,relu,relu,adam,0.001,mse,25
40,2,64,32,relu,relu,adam,0.001,mse,25
41,2,64,32,relu,relu,adam,0.001,mse,25
42,2,64,32,relu,relu,adam,0.001,mse,25
43,2,64,32,relu,relu,adam,0.001,mse,25
44,2,64,32,relu,relu,adam,0.001,mse,25
45,2,64,32,relu,relu,adam,0.001,mse,25
46,2,64,32,relu,relu,adam,0.001,mse,25
47,2,64,32,relu,relu,adam,0.001,mse,25
48,2,64,32,relu,relu,adam,0.001,mse,25
49,2,64,32,relu,relu,adam,0.001,mse,25
50,2,64,32,relu,relu,adam,0.001,mse,25
1,2,16,8,relu,relu,adam,0.002,mse,25
2,2,16,8,relu,relu,adam,0.002,mse,25
3,2,16,8,relu,relu,adam,0.002,mse,25
4,2,16,8,relu,relu,adam,0.002,mse,25
5,2,16,8,relu,relu,adam,0.002,mse,25
6,2,16,8,relu,relu,adam,0.002,mse,25
7,2,16,8,relu,relu,adam,0.002,mse,25
8,2,16,8,relu,relu,adam,0.002,mse,25
9,2,16,8,relu,relu,adam,0.002,mse,25
10,2,16,8,relu,relu,adam,0.002,mse,25
11,2,16,8,relu,relu,adam,0.002,mse,25
12,2,16,8,relu,relu,adam,0.002,mse,25
13,2,16,8,relu,relu,adam,0.002,mse,25
14,2,16,8,relu,relu,adam,0.002,mse,25
15,2,16,8,relu,relu,adam,0.002,mse,25
16,2,16,8,relu,relu,adam,0.002,mse,25
17,2,16,8,relu,relu,adam,0.002,mse,25
18,2,16,8,relu,relu,adam,0.002,mse,25
19,2,16,8,relu,relu,adam,0.002,mse,25
20,2,16,8,relu,relu,adam,0.002,mse,25
21,2,16,8,relu,relu,adam,0.002,mse,25
22,2,16,8,relu,relu,adam,0.002,mse,25
23,2,16,8,relu,relu,adam,0.002,mse,25
24,2,16,8,relu,relu,adam,0.002,mse,25
25,2,16,8,relu,relu,adam,0.002,mse,25
26,2,16,8,relu,relu,adam,0.002,mse,25
27,2,16,8,relu,relu,adam,0.002,mse,25
28,2,16,8,relu,relu,adam,0.002,mse,25
29,2,16,8,relu,relu,adam,0.002,mse,25
30,2,16,8,relu,relu,adam,0.002,mse,25
31,2,16,8,relu,relu,adam,0.002,mse,25
32,2,16,8,relu,relu,adam,0.002,mse,25
33,2,16,8,relu,relu,adam,0.002,mse,25
34,2,16,8,relu,relu,adam,0.002,mse,25
35,2,16,8,relu,relu,adam,0.002,mse,25
36,2,16,8,relu,relu,adam,0.002,mse,25
37,2,16,8,relu,relu,adam,0.002,mse,25
38,2,16,8,relu,relu,adam,0.002,mse,25
39,2,16,8,relu,relu,adam,0.002,mse,25
40,2,16,8,relu,relu,adam,0.002,mse,25
41,2,16,8,relu,relu,adam,0.002,mse,25
42,2,16,8,relu,relu,adam,0.002,mse,25
43,2,16,8,relu,relu,adam,0.002,mse,25
44,2,16,8,relu,relu,adam,0.002,mse,25
45,2,16,8,relu,relu,adam,0.002,mse,25
46,2,16,8,relu,relu,adam,0.002,mse,25
47,2,16,8,relu,relu,adam,0.002,mse,25
48,2,16,8,relu,relu,adam,0.002,mse,25
49,2,16,8,relu,relu,adam,0.002,mse,25
50,2,16,8,relu,relu,adam,0.002,mse,25
1,2,32,8,relu,relu,adam,0.002,mse,25
2,2,32,8,relu,relu,adam,0.002,mse,25
3,2,32,8,relu,relu,adam,0.002,mse,25
4,2,32,8,relu,relu,adam,0.002,mse,25
5,2,32,8,relu,relu,adam,0.002,mse,25
6,2,32,8,relu,relu,adam,0.002,mse,25
7,2,32,8,relu,relu,adam,0.002,mse,25
8,2,32,8,relu,relu,adam,0.002,mse,25
9,2,32,8,relu,relu,adam,0.002,mse,25
10,2,32,8,relu,relu,adam,0.002,mse,25
11,2,32,8,relu,relu,adam,0.002,mse,25
12,2,32,8,relu,relu,adam,0.002,mse,25
13,2,32,8,relu,relu,adam,0.002,mse,25
14,2,32,8,relu,relu,adam,0.002,mse,25
15,2,32,8,relu,relu,adam,0.002,mse,25
16,2,32,8,relu,relu,adam,0.002,mse,25
17,2,32,8,relu,relu,adam,0.002,mse,25
18,2,32,8,relu,relu,adam,0.002,mse,25
19,2,32,8,relu,relu,adam,0.002,mse,25
20,2,32,8,relu,relu,adam,0.002,mse,25
21,2,32,8,relu,relu,adam,0.002,mse,25
22,2,32,8,relu,relu,adam,0.002,mse,25
23,2,32,8,relu,relu,adam,0.002,mse,25
24,2,32,8,relu,relu,adam,0.002,mse,25
25,2,32,8,relu,relu,adam,0.002,mse,25
26,2,32,8,relu,relu,adam,0.002,mse,25
27,2,32,8,relu,relu,adam,0.002,mse,25
28,2,32,8,relu,relu,adam,0.002,mse,25
29,2,32,8,relu,relu,adam,0.002,mse,25
30,2,32,8,relu,relu,adam,0.002,mse,25
31,2,32,8,relu,relu,adam,0.002,mse,25
32,2,32,8,relu,relu,adam,0.002,mse,25
33,2,32,8,relu,relu,adam,0.002,mse,25
34,2,32,8,relu,relu,adam,0.002,mse,25
35,2,32,8,relu,relu,adam,0.002,mse,25
36,2,32,8,relu,relu,adam,0.002,mse,25
37,2,32,8,relu,relu,adam,0.002,mse,25
38,2,32,8,relu,relu,adam,0.002,mse,25
39,2,32,8,relu,relu,adam,0.002,mse,25
40,2,32,8,relu,relu,adam,0.002,mse,25
41,2,32,8,relu,relu,adam,0.002,mse,25
42,2,32,8,relu,relu,adam,0.002,mse,25
43,2,32,8,relu,relu,adam,0.002,mse,25
44,2,32,8,relu,relu,adam,0.002,mse,25
45,2,32,8,relu,relu,adam,0.002,mse,25
46,2,32,8,relu,relu,adam,0.002,mse,25
47,2,32,8,relu,relu,adam,0.002,mse,25
48,2,32,8,relu,relu,adam,0.002,mse,25
49,2,32,8,relu,relu,adam,0.002,mse,25
50,2,32,8,relu,relu,adam,0.002,mse,25
1,2,64,8,relu,relu,adam,0.002,mse,25
2,2,64,8,relu,relu,adam,0.002,mse,25
3,2,64,8,relu,relu,adam,0.002,mse,25
4,2,64,8,relu,relu,adam,0.002,mse,25
5,2,64,8,relu,relu,adam,0.002,mse,25
6,2,64,8,relu,relu,adam,0.002,mse,25
7,2,64,8,relu,relu,adam,0.002,mse,25
8,2,64,8,relu,relu,adam,0.002,mse,25
9,2,64,8,relu,relu,adam,0.002,mse,25
10,2,64,8,relu,relu,adam,0.002,mse,25
11,2,64,8,relu,relu,adam,0.002,mse,25
12,2,64,8,relu,relu,adam,0.002,mse,25
13,2,64,8,relu,relu,adam,0.002,mse,25
14,2,64,8,relu,relu,adam,0.002,mse,25
15,2,64,8,relu,relu,adam,0.002,mse,25
16,2,64,8,relu,relu,adam,0.002,mse,25
17,2,64,8,relu,relu,adam,0.002,mse,25
18,2,64,8,relu,relu,adam,0.002,mse,25
19,2,64,8,relu,relu,adam,0.002,mse,25
20,2,64,8,relu,relu,adam,0.002,mse,25
21,2,64,8,relu,relu,adam,0.002,mse,25
22,2,64,8,relu,relu,adam,0.002,mse,25
23,2,64,8,relu,relu,adam,0.002,mse,25
24,2,64,8,relu,relu,adam,0.002,mse,25
25,2,64,8,relu,relu,adam,0.002,mse,25
26,2,64,8,relu,relu,adam,0.002,mse,25
27,2,64,8,relu,relu,adam,0.002,mse,25
28,2,64,8,relu,relu,adam,0.002,mse,25
29,2,64,8,relu,relu,adam,0.002,mse,25
30,2,64,8,relu,relu,adam,0.002,mse,25
31,2,64,8,relu,relu,adam,0.002,mse,25
32,2,64,8,relu,relu,adam,0.002,mse,25
33,2,64,8,relu,relu,adam,0.002,mse,25
34,2,64,8,relu,relu,adam,0.002,mse,25
35,2,64,8,relu,relu,adam,0.002,mse,25
36,2,64,8,relu,relu,adam,0.002,mse,25
37,2,64,8,relu,relu,adam,0.002,mse,25
38,2,64,8,relu,relu,adam,0.002,mse,25
39,2,64,8,relu,relu,adam,0.002,mse,25
40,2,64,8,relu,relu,adam,0.002,mse,25
41,2,64,8,relu,relu,adam,0.002,mse,25
42,2,64,8,relu,relu,adam,0.002,mse,25
43,2,64,8,relu,relu,adam,0.002,mse,25
44,2,64,8,relu,relu,adam,0.002,mse,25
45,2,64,8,relu,relu,adam,0.002,mse,25
46,2,64,8,relu,relu,adam,0.002,mse,25
47,2,64,8,relu,relu,adam,0.002,mse,25
48,2,64,8,relu,relu,adam,0.002,mse,25
49,2,64,8,relu,relu,adam,0.002,mse,25
50,2,64,8,relu,relu,adam,0.002,mse,25
1,2,16,16,relu,relu,adam,0.002,mse,25
2,2,16,16,relu,relu,adam,0.002,mse,25
3,2,16,16,relu,relu,adam,0.002,mse,25
4,2,16,16,relu,relu,adam,0.002,mse,25
5,2,16,16,relu,relu,adam,0.002,mse,25
6,2,16,16,relu,relu,adam,0.002,mse,25
7,2,16,16,relu,relu,adam,0.002,mse,25
8,2,16,16,relu,relu,adam,0.002,mse,25
9,2,16,16,relu,relu,adam,0.002,mse,25
10,2,16,16,relu,relu,adam,0.002,mse,25
11,2,16,16,relu,relu,adam,0.002,mse,25
12,2,16,16,relu,relu,adam,0.002,mse,25
13,2,16,16,relu,relu,adam,0.002,mse,25
14,2,16,16,relu,relu,adam,0.002,mse,25
15,2,16,16,relu,relu,adam,0.002,mse,25
16,2,16,16,relu,relu,adam,0.002,mse,25
17,2,16,16,relu,relu,adam,0.002,mse,25
18,2,16,16,relu,relu,adam,0.002,mse,25
19,2,16,16,relu,relu,adam,0.002,mse,25
20,2,16,16,relu,relu,adam,0.002,mse,25
21,2,16,16,relu,relu,adam,0.002,mse,25
22,2,16,16,relu,relu,adam,0.002,mse,25
23,2,16,16,relu,relu,adam,0.002,mse,25
24,2,16,16,relu,relu,adam,0.002,mse,25
25,2,16,16,relu,relu,adam,0.002,mse,25
26,2,16,16,relu,relu,adam,0.002,mse,25
27,2,16,16,relu,relu,adam,0.002,mse,25
28,2,16,16,relu,relu,adam,0.002,mse,25
29,2,16,16,relu,relu,adam,0.002,mse,25
30,2,16,16,relu,relu,adam,0.002,mse,25
31,2,16,16,relu,relu,adam,0.002,mse,25
32,2,16,16,relu,relu,adam,0.002,mse,25
33,2,16,16,relu,relu,adam,0.002,mse,25
34,2,16,16,relu,relu,adam,0.002,mse,25
35,2,16,16,relu,relu,adam,0.002,mse,25
36,2,16,16,relu,relu,adam,0.002,mse,25
37,2,16,16,relu,relu,adam,0.002,mse,25
38,2,16,16,relu,relu,adam,0.002,mse,25
39,2,16,16,relu,relu,adam,0.002,mse,25
40,2,16,16,relu,relu,adam,0.002,mse,25
41,2,16,16,relu,relu,adam,0.002,mse,25
42,2,16,16,relu,relu,adam,0.002,mse,25
43,2,16,16,relu,relu,adam,0.002,mse,25
44,2,16,16,relu,relu,adam,0.002,mse,25
45,2,16,16,relu,relu,adam,0.002,mse,25
46,2,16,16,relu,relu,adam,0.002,mse,25
47,2,16,16,relu,relu,adam,0.002,mse,25
48,2,16,16,relu,relu,adam,0.002,mse,25
49,2,16,16,relu,relu,adam,0.002,mse,25
50,2,16,16,relu,relu,adam,0.002,mse,25
1,2,32,16,relu,relu,adam,0.002,mse,25
2,2,32,16,relu,relu,adam,0.002,mse,25
3,2,32,16,relu,relu,adam,0.002,mse,25
4,2,32,16,relu,relu,adam,0.002,mse,25
5,2,32,16,relu,relu,adam,0.002,mse,25
6,2,32,16,relu,relu,adam,0.002,mse,25
7,2,32,16,relu,relu,adam,0.002,mse,25
8,2,32,16,relu,relu,adam,0.002,mse,25
9,2,32,16,relu,relu,adam,0.002,mse,25
10,2,32,16,relu,relu,adam,0.002,mse,25
11,2,32,16,relu,relu,adam,0.002,mse,25
12,2,32,16,relu,relu,adam,0.002,mse,25
13,2,32,16,relu,relu,adam,0.002,mse,25
14,2,32,16,relu,relu,adam,0.002,mse,25
15,2,32,16,relu,relu,adam,0.002,mse,25
16,2,32,16,relu,relu,adam,0.002,mse,25
17,2,32,16,relu,relu,adam,0.002,mse,25
18,2,32,16,relu,relu,adam,0.002,mse,25
19,2,32,16,relu,relu,adam,0.002,mse,25
20,2,32,16,relu,relu,adam,0.002,mse,25
21,2,32,16,relu,relu,adam,0.002,mse,25
22,2,32,16,relu,relu,adam,0.002,mse,25
23,2,32,16,relu,relu,adam,0.002,mse,25
24,2,32,16,relu,relu,adam,0.002,mse,25
25,2,32,16,relu,relu,adam,0.002,mse,25
26,2,32,16,relu,relu,adam,0.002,mse,25
27,2,32,16,relu,relu,adam,0.002,mse,25
28,2,32,16,relu,relu,adam,0.002,mse,25
29,2,32,16,relu,relu,adam,0.002,mse,25
30,2,32,16,relu,relu,adam,0.002,mse,25
31,2,32,16,relu,relu,adam,0.002,mse,25
32,2,32,16,relu,relu,adam,0.002,mse,25
33,2,32,16,relu,relu,adam,0.002,mse,25
34,2,32,16,relu,relu,adam,0.002,mse,25
35,2,32,16,relu,relu,adam,0.002,mse,25
36,2,32,16,relu,relu,adam,0.002,mse,25
37,2,32,16,relu,relu,adam,0.002,mse,25
38,2,32,16,relu,relu,adam,0.002,mse,25
39,2,32,16,relu,relu,adam,0.002,mse,25
40,2,32,16,relu,relu,adam,0.002,mse,25
41,2,32,16,relu,relu,adam,0.002,mse,25
42,2,32,16,relu,relu,adam,0.002,mse,25
43,2,32,16,relu,relu,adam,0.002,mse,25
44,2,32,16,relu,relu,adam,0.002,mse,25
45,2,32,16,relu,relu,adam,0.002,mse,25
46,2,32,16,relu,relu,adam,0.002,mse,25
47,2,32,16,relu,relu,adam,0.002,mse,25
48,2,32,16,relu,relu,adam,0.002,mse,25
49,2,32,16,relu,relu,adam,0.002,mse,25
50,2,32,16,relu,relu,adam,0.002,mse,25
1,2,64,16,relu,relu,adam,0.002,mse,25
2,2,64,16,relu,relu,adam,0.002,mse,25
3,2,64,16,relu,relu,adam,0.002,mse,25
4,2,64,16,relu,relu,adam,0.002,mse,25
5,2,64,16,relu,relu,adam,0.002,mse,25
6,2,64,16,relu,relu,adam,0.002,mse,25
7,2,64,16,relu,relu,adam,0.002,mse,25
8,2,64,16,relu,relu,adam,0.002,mse,25
9,2,64,16,relu,relu,adam,0.002,mse,25
10,2,64,16,relu,relu,adam,0.002,mse,25
11,2,64,16,relu,relu,adam,0.002,mse,25
12,2,64,16,relu,relu,adam,0.002,mse,25
13,2,64,16,relu,relu,adam,0.002,mse,25
14,2,64,16,relu,relu,adam,0.002,mse,25
15,2,64,16,relu,relu,adam,0.002,mse,25
16,2,64,16,relu,relu,adam,0.002,mse,25
17,2,64,16,relu,relu,adam,0.002,mse,25
18,2,64,16,relu,relu,adam,0.002,mse,25
19,2,64,16,relu,relu,adam,0.002,mse,25
20,2,64,16,relu,relu,adam,0.002,mse,25
21,2,64,16,relu,relu,adam,0.002,mse,25
22,2,64,16,relu,relu,adam,0.002,mse,25
23,2,64,16,relu,relu,adam,0.002,mse,25
24,2,64,16,relu,relu,adam,0.002,mse,25
25,2,64,16,relu,relu,adam,0.002,mse,25
26,2,64,16,relu,relu,adam,0.002,mse,25
27,2,64,16,relu,relu,adam,0.002,mse,25
28,2,64,16,relu,relu,adam,0.002,mse,25
29,2,64,16,relu,relu,adam,0.002,mse,25
30,2,64,16,relu,relu,adam,0.002,mse,25
31,2,64,16,relu,relu,adam,0.002,mse,25
32,2,64,16,relu,relu,adam,0.002,mse,25
33,2,64,16,relu,relu,adam,0.002,mse,25
34,2,64,16,relu,relu,adam,0.002,mse,25
35,2,64,16,relu,relu,adam,0.002,mse,25
36,2,64,16,relu,relu,adam,0.002,mse,25
37,2,64,16,relu,relu,adam,0.002,mse,25
38,2,64,16,relu,relu,adam,0.002,mse,25
39,2,64,16,relu,relu,adam,0.002,mse,25
40,2,64,16,relu,relu,adam,0.002,mse,25
41,2,64,16,relu,relu,adam,0.002,mse,25
42,2,64,16,relu,relu,adam,0.002,mse,25
43,2,64,16,relu,relu,adam,0.002,mse,25
44,2,64,16,relu,relu,adam,0.002,mse,25
45,2,64,16,relu,relu,adam,0.002,mse,25
46,2,64,16,relu,relu,adam,0.002,mse,25
47,2,64,16,relu,relu,adam,0.002,mse,25
48,2,64,16,relu,relu,adam,0.002,mse,25
49,2,64,16,relu,relu,adam,0.002,mse,25
50,2,64,16,relu,relu,adam,0.002,mse,25
1,2,16,32,relu,relu,adam,0.002,mse,25
2,2,16,32,relu,relu,adam,0.002,mse,25
3,2,16,32,relu,relu,adam,0.002,mse,25
4,2,16,32,relu,relu,adam,0.002,mse,25
5,2,16,32,relu,relu,adam,0.002,mse,25
6,2,16,32,relu,relu,adam,0.002,mse,25
7,2,16,32,relu,relu,adam,0.002,mse,25
8,2,16,32,relu,relu,adam,0.002,mse,25
9,2,16,32,relu,relu,adam,0.002,mse,25
10,2,16,32,relu,relu,adam,0.002,mse,25
11,2,16,32,relu,relu,adam,0.002,mse,25
12,2,16,32,relu,relu,adam,0.002,mse,25
13,2,16,32,relu,relu,adam,0.002,mse,25
14,2,16,32,relu,relu,adam,0.002,mse,25
15,2,16,32,relu,relu,adam,0.002,mse,25
16,2,16,32,relu,relu,adam,0.002,mse,25
17,2,16,32,relu,relu,adam,0.002,mse,25
18,2,16,32,relu,relu,adam,0.002,mse,25
19,2,16,32,relu,relu,adam,0.002,mse,25
20,2,16,32,relu,relu,adam,0.002,mse,25
21,2,16,32,relu,relu,adam,0.002,mse,25
22,2,16,32,relu,relu,adam,0.002,mse,25
23,2,16,32,relu,relu,adam,0.002,mse,25
24,2,16,32,relu,relu,adam,0.002,mse,25
25,2,16,32,relu,relu,adam,0.002,mse,25
26,2,16,32,relu,relu,adam,0.002,mse,25
27,2,16,32,relu,relu,adam,0.002,mse,25
28,2,16,32,relu,relu,adam,0.002,mse,25
29,2,16,32,relu,relu,adam,0.002,mse,25
30,2,16,32,relu,relu,adam,0.002,mse,25
31,2,16,32,relu,relu,adam,0.002,mse,25
32,2,16,32,relu,relu,adam,0.002,mse,25
33,2,16,32,relu,relu,adam,0.002,mse,25
34,2,16,32,relu,relu,adam,0.002,mse,25
35,2,16,32,relu,relu,adam,0.002,mse,25
36,2,16,32,relu,relu,adam,0.002,mse,25
37,2,16,32,relu,relu,adam,0.002,mse,25
38,2,16,32,relu,relu,adam,0.002,mse,25
39,2,16,32,relu,relu,adam,0.002,mse,25
40,2,16,32,relu,relu,adam,0.002,mse,25
41,2,16,32,relu,relu,adam,0.002,mse,25
42,2,16,32,relu,relu,adam,0.002,mse,25
43,2,16,32,relu,relu,adam,0.002,mse,25
44,2,16,32,relu,relu,adam,0.002,mse,25
45,2,16,32,relu,relu,adam,0.002,mse,25
46,2,16,32,relu,relu,adam,0.002,mse,25
47,2,16,32,relu,relu,adam,0.002,mse,25
48,2,16,32,relu,relu,adam,0.002,mse,25
49,2,16,32,relu,relu,adam,0.002,mse,25
50,2,16,32,relu,relu,adam,0.002,mse,25
1,2,32,32,relu,relu,adam,0.002,mse,25
2,2,32,32,relu,relu,adam,0.002,mse,25
3,2,32,32,relu,relu,adam,0.002,mse,25
4,2,32,32,relu,relu,adam,0.002,mse,25
5,2,32,32,relu,relu,adam,0.002,mse,25
6,2,32,32,relu,relu,adam,0.002,mse,25
7,2,32,32,relu,relu,adam,0.002,mse,25
8,2,32,32,relu,relu,adam,0.002,mse,25
9,2,32,32,relu,relu,adam,0.002,mse,25
10,2,32,32,relu,relu,adam,0.002,mse,25
11,2,32,32,relu,relu,adam,0.002,mse,25
12,2,32,32,relu,relu,adam,0.002,mse,25
13,2,32,32,relu,relu,adam,0.002,mse,25
14,2,32,32,relu,relu,adam,0.002,mse,25
15,2,32,32,relu,relu,adam,0.002,mse,25
16,2,32,32,relu,relu,adam,0.002,mse,25
17,2,32,32,relu,relu,adam,0.002,mse,25
18,2,32,32,relu,relu,adam,0.002,mse,25
19,2,32,32,relu,relu,adam,0.002,mse,25
20,2,32,32,relu,relu,adam,0.002,mse,25
21,2,32,32,relu,relu,adam,0.002,mse,25
22,2,32,32,relu,relu,adam,0.002,mse,25
23,2,32,32,relu,relu,adam,0.002,mse,25
24,2,32,32,relu,relu,adam,0.002,mse,25
25,2,32,32,relu,relu,adam,0.002,mse,25
26,2,32,32,relu,relu,adam,0.002,mse,25
27,2,32,32,relu,relu,adam,0.002,mse,25
28,2,32,32,relu,relu,adam,0.002,mse,25
29,2,32,32,relu,relu,adam,0.002,mse,25
30,2,32,32,relu,relu,adam,0.002,mse,25
31,2,32,32,relu,relu,adam,0.002,mse,25
32,2,32,32,relu,relu,adam,0.002,mse,25
33,2,32,32,relu,relu,adam,0.002,mse,25
34,2,32,32,relu,relu,adam,0.002,mse,25
35,2,32,32,relu,relu,adam,0.002,mse,25
36,2,32,32,relu,relu,adam,0.002,mse,25
37,2,32,32,relu,relu,adam,0.002,mse,25
38,2,32,32,relu,relu,adam,0.002,mse,25
39,2,32,32,relu,relu,adam,0.002,mse,25
40,2,32,32,relu,relu,adam,0.002,mse,25
41,2,32,32,relu,relu,adam,0.002,mse,25
42,2,32,32,relu,relu,adam,0.002,mse,25
43,2,32,32,relu,relu,adam,0.002,mse,25
44,2,32,32,relu,relu,adam,0.002,mse,25
45,2,32,32,relu,relu,adam,0.002,mse,25
46,2,32,32,relu,relu,adam,0.002,mse,25
47,2,32,32,relu,relu,adam,0.002,mse,25
48,2,32,32,relu,relu,adam,0.002,mse,25
49,2,32,32,relu,relu,adam,0.002,mse,25
50,2,32,32,relu,relu,adam,0.002,mse,25
1,2,64,32,relu,relu,adam,0.002,mse,25
2,2,64,32,relu,relu,adam,0.002,mse,25
3,2,64,32,relu,relu,adam,0.002,mse,25
4,2,64,32,relu,relu,adam,0.002,mse,25
5,2,64,32,relu,relu,adam,0.002,mse,25
6,2,64,32,relu,relu,adam,0.002,mse,25
7,2,64,32,relu,relu,adam,0.002,mse,25
8,2,64,32,relu,relu,adam,0.002,mse,25
9,2,64,32,relu,relu,adam,0.002,mse,25
10,2,64,32,relu,relu,adam,0.002,mse,25
11,2,64,32,relu,relu,adam,0.002,mse,25
12,2,64,32,relu,relu,adam,0.002,mse,25
13,2,64,32,relu,relu,adam,0.002,mse,25
14,2,64,32,relu,relu,adam,0.002,mse,25
15,2,64,32,relu,relu,adam,0.002,mse,25
16,2,64,32,relu,relu,adam,0.002,mse,25
17,2,64,32,relu,relu,adam,0.002,mse,25
18,2,64,32,relu,relu,adam,0.002,mse,25
19,2,64,32,relu,relu,adam,0.002,mse,25
20,2,64,32,relu,relu,adam,0.002,mse,25
21,2,64,32,relu,relu,adam,0.002,mse,25
22,2,64,32,relu,relu,adam,0.002,mse,25
23,2,64,32,relu,relu,adam,0.002,mse,25
24,2,64,32,relu,relu,adam,0.002,mse,25
25,2,64,32,relu,relu,adam,0.002,mse,25
26,2,64,32,relu,relu,adam,0.002,mse,25
27,2,64,32,relu,relu,adam,0.002,mse,25
28,2,64,32,relu,relu,adam,0.002,mse,25
29,2,64,32,relu,relu,adam,0.002,mse,25
30,2,64,32,relu,relu,adam,0.002,mse,25
31,2,64,32,relu,relu,adam,0.002,mse,25
32,2,64,32,relu,relu,adam,0.002,mse,25
33,2,64,32,relu,relu,adam,0.002,mse,25
34,2,64,32,relu,relu,adam,0.002,mse,25
35,2,64,32,relu,relu,adam,0.002,mse,25
36,2,64,32,relu,relu,adam,0.002,mse,25
37,2,64,32,relu,relu,adam,0.002,mse,25
38,2,64,32,relu,relu,adam,0.002,mse,25
39,2,64,32,relu,relu,adam,0.002,mse,25
40,2,64,32,relu,relu,adam,0.002,mse,25
41,2,64,32,relu,relu,adam,0.002,mse,25
42,2,64,32,relu,relu,adam,0.002,mse,25
43,2,64,32,relu,relu,adam,0.002,mse,25
44,2,64,32,relu,relu,adam,0.002,mse,25
45,2,64,32,relu,relu,adam,0.002,mse,25
46,2,64,32,relu,relu,adam,0.002,mse,25
47,2,64,32,relu,relu,adam,0.002,mse,25
48,2,64,32,relu,relu,adam,0.002,mse,25
49,2,64,32,relu,relu,adam,0.002,mse,25
50,2,64,32,relu,relu,adam,0.002,mse,25
1,2,16,8,relu,relu,adam,0.005,mse,25
2,2,16,8,relu,relu,adam,0.005,mse,25
3,2,16,8,relu,relu,adam,0.005,mse,25
4,2,16,8,relu,relu,adam,0.005,mse,25
5,2,16,8,relu,relu,adam,0.005,mse,25
6,2,16,8,relu,relu,adam,0.005,mse,25
7,2,16,8,relu,relu,adam,0.005,mse,25
8,2,16,8,relu,relu,adam,0.005,mse,25
9,2,16,8,relu,relu,adam,0.005,mse,25
10,2,16,8,relu,relu,adam,0.005,mse,25
11,2,16,8,relu,relu,adam,0.005,mse,25
12,2,16,8,relu,relu,adam,0.005,mse,25
13,2,16,8,relu,relu,adam,0.005,mse,25
14,2,16,8,relu,relu,adam,0.005,mse,25
15,2,16,8,relu,relu,adam,0.005,mse,25
16,2,16,8,relu,relu,adam,0.005,mse,25
17,2,16,8,relu,relu,adam,0.005,mse,25
18,2,16,8,relu,relu,adam,0.005,mse,25
19,2,16,8,relu,relu,adam,0.005,mse,25
20,2,16,8,relu,relu,adam,0.005,mse,25
21,2,16,8,relu,relu,adam,0.005,mse,25
22,2,16,8,relu,relu,adam,0.005,mse,25
23,2,16,8,relu,relu,adam,0.005,mse,25
24,2,16,8,relu,relu,adam,0.005,mse,25
25,2,16,8,relu,relu,adam,0.005,mse,25
26,2,16,8,relu,relu,adam,0.005,mse,25
27,2,16,8,relu,relu,adam,0.005,mse,25
28,2,16,8,relu,relu,adam,0.005,mse,25
29,2,16,8,relu,relu,adam,0.005,mse,25
30,2,16,8,relu,relu,adam,0.005,mse,25
31,2,16,8,relu,relu,adam,0.005,mse,25
32,2,16,8,relu,relu,adam,0.005,mse,25
33,2,16,8,relu,relu,adam,0.005,mse,25
34,2,16,8,relu,relu,adam,0.005,mse,25
35,2,16,8,relu,relu,adam,0.005,mse,25
36,2,16,8,relu,relu,adam,0.005,mse,25
37,2,16,8,relu,relu,adam,0.005,mse,25
38,2,16,8,relu,relu,adam,0.005,mse,25
39,2,16,8,relu,relu,adam,0.005,mse,25
40,2,16,8,relu,relu,adam,0.005,mse,25
41,2,16,8,relu,relu,adam,0.005,mse,25
42,2,16,8,relu,relu,adam,0.005,mse,25
43,2,16,8,relu,relu,adam,0.005,mse,25
44,2,16,8,relu,relu,adam,0.005,mse,25
45,2,16,8,relu,relu,adam,0.005,mse,25
46,2,16,8,relu,relu,adam,0.005,mse,25
47,2,16,8,relu,relu,adam,0.005,mse,25
48,2,16,8,relu,relu,adam,0.005,mse,25
49,2,16,8,relu,relu,adam,0.005,mse,25
50,2,16,8,relu,relu,adam,0.005,mse,25
1,2,32,8,relu,relu,adam,0.005,mse,25
2,2,32,8,relu,relu,adam,0.005,mse,25
3,2,32,8,relu,relu,adam,0.005,mse,25
4,2,32,8,relu,relu,adam,0.005,mse,25
5,2,32,8,relu,relu,adam,0.005,mse,25
6,2,32,8,relu,relu,adam,0.005,mse,25
7,2,32,8,relu,relu,adam,0.005,mse,25
8,2,32,8,relu,relu,adam,0.005,mse,25
9,2,32,8,relu,relu,adam,0.005,mse,25
10,2,32,8,relu,relu,adam,0.005,mse,25
11,2,32,8,relu,relu,adam,0.005,mse,25
12,2,32,8,relu,relu,adam,0.005,mse,25
13,2,32,8,relu,relu,adam,0.005,mse,25
